0, True, Normal, -0.04449223, -0.0428243, -0.06776018, CubeS, 0.015439, 0.040576, 0.065400, Policy
15695, True, Normal, -0.06860116, -0.0526533, 0.08711858, CubeB, 0.003805, 0.034891, 0.065400, Policy
15696, True, Normal, -0.12813304, -0.22393583, -0.01058905, CubeS, 0.005957, 0.001326, 0.065400, Policy
15697, True, Normal, -0.05851809, -0.07365189, -0.26438931, CubeB, 0.010496, 0.031012, 0.065400, Policy
15698, True, Top, -1.75123936, -0.01306442, -1.55468712, Cone1S, 0.012958, 0.019597, 0.050000, Policy
15699, True, Normal, -0.03060045, -0.02670303, -0.06754512, CylinderS, 0.014942, 0.010727, 0.065400, Policy
15700, True, Normal, -0.14596534, -0.08614495, -0.08957198, CubeB, -0.016498, 0.010362, 0.065400, Policy
15701, True, Normal, -0.1186025, -0.04252871, 0.03220907, CylinderS, -0.024906, 0.033955, 0.065400, Policy
15702, True, Normal, 0.03801295, -0.19603567, -0.2033383, CubeS, 0.004573, 0.028543, 0.065400, Policy
15703, True, Top, -1.55545631, -0.21301493, -1.52754023, Cone1S, -0.029950, -0.021753, 0.050000, Policy
15704, True, Normal, -0.02309392, -0.11183358, -0.07587648, CylinderS, 0.050425, 0.020672, 0.065400, Policy
15705, True, Top, -1.7581286, -0.2365261, -1.51286668, Cone1S, -0.041649, -0.002480, 0.050000, Policy
15706, True, Normal, -0.17504498, -0.08722901, -0.19708477, CubeB, -0.054525, 0.001452, 0.065400, Policy
15707, True, Normal, -0.06145562, 0.00861757, -0.33270619, CubeS, -0.059899, 0.003657, 0.065400, Policy
15708, True, Top, -1.5789208, -0.21816988, -1.64115126, Cone1S, 0.005686, 0.022310, 0.050000, Policy
15709, True, Normal, -0.01815392, -0.34267018, -0.14456693, CubeS, 0.052685, 0.000688, 0.065400, Policy
15710, True, Normal, -0.11358623, -0.2089746, -0.12823042, CylinderS, -0.005364, 0.029486, 0.065400, Policy
15711, True, Normal, -0.14302893, -0.16780688, -0.07711115, CubeB, -0.005379, 0.037158, 0.065400, Policy
15712, True, Normal, -0.1469092, -0.09213511, -0.07915954, CubeS, -0.014578, 0.011516, 0.065400, Policy
15713, True, Normal, -0.07446085, -0.15932854, 0.01045021, CubeB, 0.007485, 0.002952, 0.065400, Policy
15714, True, Top, -1.60839116, -0.14999436, -1.8630566, Cone1S, -0.023348, -0.003826, 0.050000, Policy
15715, True, Normal, -0.04439038, -0.07689974, -0.03608417, CylinderS, 0.047033, 0.002500, 0.065400, Policy
15716, True, Normal, -0.19893603, -0.10453384, -0.01602848, CubeB, -0.016483, 0.015046, 0.065400, Policy
15717, True, Normal, -0.13441022, -0.05619454, -0.06007353, CylinderS, 0.033431, 0.031676, 0.065400, Policy
15718, True, Normal, -0.1625295, -0.14315632, -0.08066312, CubeS, -0.011174, 0.014101, 0.065400, Policy
15719, True, Top, -1.89849423, -0.2301496, -1.59421844, Cone1S, 0.036616, -0.000050, 0.050000, Policy
15720, True, Normal, -0.00287557, -0.14642062, -0.0013356, CylinderS, -0.026757, 0.028158, 0.065400, Policy
15721, True, Top, -1.5562144, -0.04723451, -1.70094122, Cone1S, -0.033911, -0.046649, 0.050000, Policy
15722, True, Normal, -0.14692513, -0.09239663, -0.00633533, CubeB, 0.007343, 0.008927, 0.065400, Policy
15723, True, Normal, -0.18122212, -0.1079366, 0.08739873, CubeS, 0.068433, 0.000024, 0.065400, Policy
15724, True, Top, -1.59311019, -0.03270312, -1.52320781, Cone1S, -0.005863, -0.047515, 0.050000, Policy
15725, True, Normal, -0.01910603, -0.05345247, -0.08790881, CubeS, 0.015621, 0.011267, 0.065400, Policy
15726, True, Normal, -0.05526829, -0.08179768, -0.14474396, CylinderS, -0.058223, 0.014561, 0.065400, Policy
15727, True, Normal, -0.04045411, -0.20419319, -0.18983556, CubeB, -0.040785, 0.012323, 0.065400, Policy
15728, True, Normal, 0.08145014, -0.1757376, -0.00081821, CubeS, -0.013492, 0.011560, 0.065400, Policy
15729, True, Normal, -0.044992, -0.02557357, -0.19518096, CubeB, -0.009229, 0.030031, 0.065400, Policy
15730, True, Top, -1.5408291, -0.0064429, -1.7397769, Cone1S, -0.001218, -0.024242, 0.050000, Policy
15731, True, Normal, -0.10546967, -0.11190293, 0.02423141, CylinderS, 0.037701, 0.028758, 0.065400, Policy
15732, True, Normal, -0.14208098, -0.10088815, -0.15063314, CubeB, -0.056722, 0.015496, 0.065400, Policy
15733, True, Normal, -0.28151825, -0.07311966, -0.22025531, CylinderS, -0.036181, 0.027838, 0.065400, Policy
15734, True, Normal, -0.0510203, -0.08957635, -0.09731097, CubeS, 0.018377, 0.019553, 0.065400, Policy
15735, True, Top, -1.59788498, -0.07217688, -1.72322106, Cone1S, 0.007477, -0.059457, 0.050000, Policy
15736, True, Normal, -0.07014699, -0.05429373, -0.13523379, CylinderS, -0.010755, 0.030790, 0.065400, Policy
15737, True, Top, -1.66797535, -0.06940167, -1.72593046, Cone1S, 0.037795, 0.006843, 0.050000, Policy
15738, True, Normal, -0.18696444, -0.04928189, -0.13405524, CubeB, 0.033985, 0.015118, 0.065400, Policy
15739, True, Normal, -0.0297347, -0.1122079, -0.07188504, CubeS, -0.048447, 0.005203, 0.065400, Policy
15740, True, Top, -1.64904434, -0.02054904, -1.63039925, Cone1S, 0.033486, 0.013721, 0.050000, Policy
15741, True, Normal, -0.17170057, -0.00604978, -0.06731143, CubeS, 0.017038, 0.007398, 0.065400, Policy
15742, True, Normal, 0.09565071, -0.18415405, -0.05056484, CylinderS, -0.045274, 0.002729, 0.065400, Policy
15743, True, Normal, -0.18375879, -0.08861304, -0.22739929, CubeB, 0.018290, 0.033282, 0.065400, Policy
15744, True, Normal, -0.17870442, -0.07325814, -0.03106455, CubeS, -0.028375, 0.021758, 0.065400, Policy
15745, True, Normal, -0.08696901, 0.02623226, -0.15934264, CubeB, -0.037837, 0.013250, 0.065400, Policy
15746, True, Top, -1.72370101, -0.21241479, -1.67399802, Cone1S, 0.019798, -0.009223, 0.050000, Policy
15747, True, Normal, -0.1211074, -0.01403825, -0.09777907, CylinderS, -0.075007, 0.000893, 0.065400, Policy
15748, True, Normal, -0.0704435, -0.12291112, -0.11456307, CubeB, -0.036741, 0.010379, 0.065400, Policy
15749, True, Normal, -0.15471917, -0.22352154, 0.11916601, CylinderS, -0.041722, 0.007134, 0.065400, Policy
15750, True, Normal, 0.0567087, -0.12695402, -0.04796845, CubeS, 0.011931, 0.037457, 0.065400, Policy
15751, True, Top, -1.63228993, -0.17293421, -1.58286345, Cone1S, -0.002544, 0.020815, 0.050000, Policy
15752, True, Normal, -0.0803887, -0.10845211, 0.03731431, CylinderS, -0.022052, 0.010207, 0.065400, Policy
15753, True, Top, -1.64710243, -0.02362661, -1.73367933, Cone1S, -0.035381, -0.026828, 0.050000, Policy
15754, True, Normal, 0.0993313, -0.06897456, -0.03919788, CubeB, -0.043801, 0.004679, 0.065400, Policy
15755, True, Normal, -0.05370525, -0.03499759, -0.11476542, CubeS, 0.030369, 0.002198, 0.065400, Policy
15756, True, Top, -1.8147565, -0.04943982, -1.65133322, Cone1S, 0.016601, 0.015812, 0.050000, Policy
15757, True, Normal, 0.00310369, -0.08372494, -0.15749005, CubeS, 0.005182, 0.029950, 0.065400, Policy
15758, True, Normal, 0.01643579, -0.04062457, -0.05792658, CylinderS, 0.014843, 0.031636, 0.065400, Policy
15759, True, Normal, -0.1331178, -0.07772088, -0.21274289, CubeB, 0.010814, 0.015612, 0.065400, Policy
15760, True, Normal, -0.24508441, -0.00155485, 0.0702967, CubeS, -0.014015, 0.004064, 0.065400, Policy
15761, True, Normal, -0.05186854, -0.09578252, -0.05932896, CubeB, -0.053684, 0.009892, 0.065400, Policy
15762, True, Top, -1.59257788, -0.14367701, -1.63557702, Cone1S, -0.012747, 0.006641, 0.050000, Policy
15763, True, Normal, -0.09257086, -0.00574011, -0.13589578, CylinderS, -0.007888, 0.030110, 0.065400, Policy
15764, True, Normal, -0.10181254, -0.13712303, -0.17323033, CubeB, -0.025412, 0.001015, 0.065400, Policy
15765, True, Normal, -0.05529872, 0.21131582, -0.04413115, CylinderS, -0.026825, 0.039363, 0.065400, Policy
15766, True, Normal, 0.02778324, 0.00509164, -0.11313181, CubeS, -0.045070, 0.001046, 0.065400, Policy
15767, True, Top, -1.71427811, -0.29022262, -1.78225509, Cone1S, 0.039788, 0.031750, 0.050000, Policy
15768, True, Normal, -0.04477458, -0.07028787, -0.13949245, CylinderS, 0.020726, 0.016375, 0.065400, Policy
15769, True, Top, -1.59571182, -0.2037791, -1.66127071, Cone1S, -0.015539, 0.048931, 0.050000, Policy
15770, True, Normal, -0.16488158, -0.17216869, -0.07846743, CubeB, 0.007215, 0.026041, 0.065400, Policy
15771, True, Normal, -0.06158356, -0.42586311, -0.04673741, CubeS, -0.007508, 0.004848, 0.065400, Policy
15772, True, Top, -1.57992687, -0.19730923, -1.63027219, Cone1S, -0.013580, -0.004975, 0.050000, Policy
15773, True, Normal, -0.04906086, 0.05977494, -0.19209029, CubeS, 0.001125, 0.011432, 0.065400, Policy
15774, True, Normal, -0.11412854, -0.01195165, -0.04776583, CylinderS, 0.039429, 0.015198, 0.065400, Policy
15775, True, Normal, -0.20779415, -0.07779113, 0.03456143, CubeB, 0.017995, 0.033658, 0.065400, Policy
15776, True, Normal, -0.01939765, -0.1098604, -0.20031831, CubeS, 0.007421, 0.006772, 0.065400, Policy
15777, True, Normal, -0.08473597, -0.05623897, -0.13932635, CubeB, 0.050461, 0.011853, 0.065400, Policy
15778, True, Top, -1.7141118, -0.01606045, -1.67458828, Cone1S, 0.034099, -0.011632, 0.050000, Policy
15779, True, Normal, -0.2498683, -0.29152466, -0.06140996, CylinderS, 0.012205, 0.031574, 0.065400, Policy
15780, True, Normal, -0.01493472, -0.22797618, -0.11360651, CubeB, 0.000647, 0.013243, 0.065400, Policy
15781, True, Normal, -0.09964039, 0.04928973, -0.0003172, CylinderS, 0.054333, 0.013320, 0.065400, Policy
15782, True, Normal, -0.01393772, -0.11549685, -0.10721937, CubeS, -0.042083, 0.019362, 0.065400, Policy
15783, True, Top, -1.81865342, -0.01107918, -1.74820305, Cone1S, 0.007134, -0.001818, 0.050000, Policy
15784, True, Normal, -0.05260193, -0.18825977, -0.04883261, CylinderS, 0.043411, 0.004695, 0.065400, Policy
15785, True, Top, -1.70376051, 0.03788182, -1.71997192, Cone1S, 0.003642, 0.010921, 0.050000, Policy
15786, True, Normal, -0.07711683, -0.03622517, -0.15963192, CubeB, -0.057560, 0.002232, 0.065400, Policy
15787, True, Normal, -0.02748922, -0.18141268, -0.03537065, CubeS, -0.004680, 0.016409, 0.065400, Policy
15788, True, Top, -1.64800884, -0.08011372, -1.81099744, Cone1S, -0.037000, -0.071290, 0.050000, Policy
15789, True, Normal, -0.03532085, -0.07711817, -0.09862361, CubeS, 0.038364, 0.009127, 0.065400, Policy
15790, True, Normal, -0.11361446, 0.10915923, 0.06034901, CylinderS, 0.032283, 0.029021, 0.065400, Policy
15791, True, Normal, -0.08399777, -0.05740785, -0.05192059, CubeB, -0.000327, 0.030858, 0.065400, Policy
15792, True, Normal, 0.04893031, -0.15280332, 0.01813991, CubeS, -0.036480, 0.009730, 0.065400, Policy
15793, True, Normal, -0.00703124, 0.0671485, -0.20459631, CubeB, -0.055254, 0.005128, 0.065400, Policy
15794, True, Top, -1.49573403, -0.01828505, -1.69889341, Cone1S, 0.009275, 0.037922, 0.050000, Policy
15795, True, Normal, -0.1545498, 0.05049077, -0.08656218, CylinderS, -0.022541, 0.003414, 0.065400, Policy
15796, True, Normal, -0.14683037, -0.10087395, -0.16440497, CubeB, 0.003058, 0.009909, 0.065400, Policy
15797, True, Normal, -0.13011223, 0.10469448, -0.02611856, CylinderS, -0.052566, 0.023917, 0.065400, Policy
15798, True, Normal, -0.12960348, -0.11214975, -0.08593291, CubeS, -0.032017, 0.018956, 0.065400, Policy
15799, True, Top, -1.79276163, -0.01360035, -1.64871442, Cone1S, 0.042032, -0.047936, 0.050000, Policy
15800, True, Normal, 0.08646462, -0.07967383, -0.08583774, CylinderS, -0.031194, 0.024083, 0.065400, Policy
15801, True, Top, -1.79289677, 0.03360471, -1.6939599, Cone1S, -0.043940, 0.006791, 0.050000, Policy
15802, True, Normal, -0.01394759, -0.02917307, -0.14554397, CubeB, -0.014497, 0.012265, 0.065400, Policy
15803, True, Normal, 0.00961337, -0.06771282, -0.09663328, CubeS, 0.049385, 0.013390, 0.065400, Policy
15804, True, Top, -1.60901741, -0.1280272, -1.69434144, Cone1S, 0.007428, 0.049015, 0.050000, Policy
15805, True, Normal, -0.26418404, -0.06697285, -0.07883746, CubeS, -0.053762, 0.002128, 0.065400, Policy
15806, True, Normal, -0.14114678, -0.15309895, -0.23782798, CylinderS, -0.029150, 0.031708, 0.065400, Policy
15807, True, Normal, -0.01253177, -0.10984574, -0.09086305, CubeB, 0.002666, 0.001789, 0.065400, Policy
15808, True, Normal, -0.00741234, -0.12609118, -0.16808153, CubeS, -0.004717, 0.005725, 0.065400, Policy
15809, True, Normal, -0.1259889, -0.24786555, -0.04471575, CubeB, 0.004932, 0.009314, 0.065400, Policy
15810, True, Top, -1.7125812, -0.00373852, -1.76364608, Cone1S, 0.010162, -0.071135, 0.050000, Policy
15811, True, Normal, -0.04919382, -0.04464943, -0.03338382, CylinderS, -0.019694, 0.043056, 0.065400, Policy
15812, True, Normal, 0.04626285, -0.20158101, -0.00557158, CubeB, 0.002826, 0.034871, 0.065400, Policy
15813, True, Normal, -0.21868099, -0.05603395, -0.02904586, CylinderS, 0.015536, 0.028333, 0.065400, Policy
15814, True, Normal, -0.03445597, -0.01750856, -0.27256699, CubeS, -0.008715, 0.035166, 0.065400, Policy
15815, True, Top, -1.81655872, -0.0406116, -1.69594242, Cone1S, -0.043629, -0.061329, 0.050000, Policy
15816, True, Normal, -0.12683566, -0.02238223, -0.14940704, CylinderS, 0.064768, 0.001363, 0.065400, Policy
15817, True, Top, -1.6758357, -0.06211201, -1.67900714, Cone1S, -0.030390, 0.019608, 0.050000, Policy
15818, True, Normal, -0.21637003, -0.16837276, -0.0006298, CubeB, -0.033495, 0.007708, 0.065400, Policy
15819, True, Normal, -0.01788756, -0.25021605, 0.03290061, CubeS, -0.034820, 0.018499, 0.065400, Policy
15820, True, Top, -1.7575999, -0.14545663, -1.74210935, Cone1S, -0.000944, 0.025726, 0.050000, Policy
15821, True, Normal, -0.1020499, -0.04097924, -0.02916671, CubeS, 0.001649, 0.003534, 0.065400, Policy
15822, True, Normal, 0.03898434, -0.02300382, -0.20941721, CylinderS, -0.021861, 0.032281, 0.065400, Policy
15823, True, Normal, -0.11240687, -0.10651562, -0.01757504, CubeB, 0.019969, 0.008136, 0.065400, Policy
15824, True, Normal, -0.17606536, -0.04134773, -0.09568133, CubeS, 0.043891, 0.014526, 0.065400, Policy
15825, True, Normal, 0.08984007, -0.11886258, -0.03658321, CubeB, 0.034720, 0.014938, 0.065400, Policy
15826, True, Top, -1.65222154, -0.222907, -1.59572312, Cone1S, 0.018686, -0.015449, 0.050000, Policy
15827, True, Normal, -0.01602763, 0.00626221, -0.03224015, CylinderS, 0.015922, 0.028017, 0.065400, Policy
15828, True, Normal, -0.04851924, -0.15329556, -0.14304555, CubeB, -0.011354, 0.005339, 0.065400, Policy
15829, True, Normal, 0.03023202, -0.29635596, 0.02067463, CylinderS, -0.043920, 0.007675, 0.065400, Policy
15830, True, Normal, 0.03274772, -0.17286498, -0.15942116, CubeS, -0.075551, 0.002406, 0.065400, Policy
15831, True, Top, -1.48972944, 0.04065279, -1.66974172, Cone1S, 0.031145, -0.000016, 0.050000, Policy
15832, True, Normal, -0.14545509, -0.09656601, 0.06425787, CylinderS, 0.029672, 0.013520, 0.065400, Policy
15833, True, Top, -1.64990151, -0.08399381, -1.6742362, Cone1S, 0.032967, -0.037558, 0.050000, Policy
15834, True, Normal, -0.18367988, -0.08724442, -0.04397853, CubeB, 0.038825, 0.000526, 0.065400, Policy
15835, True, Normal, -0.02525858, -0.01396465, -0.15777279, CubeS, 0.035231, 0.005327, 0.065400, Policy
15836, True, Top, -1.58025489, -0.09270924, -1.73403061, Cone1S, 0.035680, 0.021797, 0.050000, Policy
15837, True, Normal, -0.05690173, -0.03973744, -0.01195142, CubeS, 0.002421, 0.014019, 0.065400, Policy
15838, True, Normal, -0.15387781, -0.23162573, 0.03461111, CylinderS, -0.014362, 0.036596, 0.065400, Policy
15839, True, Normal, 0.04012636, 0.13921272, -0.21530864, CubeB, 0.043010, 0.011141, 0.065400, Policy
15840, True, Normal, -0.07478688, -0.26698849, -0.00497936, CubeS, 0.063151, 0.002652, 0.065400, Policy
15841, True, Normal, -0.1111753, -0.14751797, -0.00234072, CubeB, -0.008098, 0.005026, 0.065400, Policy
15842, True, Top, -1.7880357, -0.13090882, -1.59441868, Cone1S, 0.027847, 0.006519, 0.050000, Policy
15843, True, Normal, -0.12892339, 0.07510294, -0.19661012, CylinderS, 0.020548, 0.028916, 0.065400, Policy
15844, True, Normal, -0.07495509, -0.05912704, -0.08997984, CubeB, -0.001751, 0.006090, 0.065400, Policy
15845, True, Normal, -0.0783166, -0.02136672, -0.19157054, CylinderS, 0.022358, 0.037894, 0.065400, Policy
15846, True, Normal, -0.09838992, -0.07920517, -0.16101585, CubeS, 0.022943, 0.006876, 0.065400, Policy
15847, True, Top, -1.64348424, 0.04955783, -1.64965487, Cone1S, -0.005483, -0.012339, 0.050000, Policy
15848, True, Normal, -0.04347809, -0.10228127, -0.37914326, CylinderS, -0.050501, 0.002642, 0.065400, Policy
15849, True, Top, -1.6176717, -0.12710012, -1.70022154, Cone1S, -0.004117, -0.075564, 0.050000, Policy
15850, True, Normal, -0.10580925, -0.12237832, -0.11116691, CubeB, -0.006923, 0.033276, 0.065400, Policy
15851, True, Normal, -0.05544071, 0.03570932, -0.08339498, CubeS, -0.001633, 0.050924, 0.065400, Policy
15852, True, Top, -1.63317528, -0.0231097, -1.65646705, Cone1S, 0.024591, -0.043910, 0.050000, Policy
15853, True, Normal, -0.13262553, -0.03667493, -0.15841594, CubeS, -0.003362, 0.041588, 0.065400, Policy
15854, True, Normal, -0.14584673, -0.29537921, -0.07194586, CylinderS, 0.014881, 0.031801, 0.065400, Policy
15855, True, Normal, -0.02142048, -0.18362797, -0.13956153, CubeB, -0.003681, 0.026439, 0.065400, Policy
15856, True, Normal, -0.19739539, -0.20392954, -0.06348023, CubeS, 0.059807, 0.000507, 0.065400, Policy
15857, True, Normal, 0.02791908, -0.07564717, 0.0265848, CubeB, -0.035111, 0.019624, 0.065400, Policy
15858, True, Top, -1.80409999, -0.06467485, -1.78924397, Cone1S, 0.006185, -0.050096, 0.050000, Policy
15859, True, Normal, -0.10853057, 0.02392707, -0.1186396, CylinderS, 0.002452, 0.022325, 0.065400, Policy
15860, True, Normal, -0.01837023, -0.16872086, -0.14560804, CubeB, 0.017672, 0.014381, 0.065400, Policy
15861, True, Normal, -0.31784525, -0.07842005, -0.22565102, CylinderS, 0.051291, 0.003610, 0.065400, Policy
15862, True, Normal, 0.02417888, 0.05594782, 0.09432525, CubeS, 0.004239, 0.016386, 0.065400, Policy
15863, True, Top, -1.69800523, 0.06752772, -1.7500599, Cone1S, -0.032164, -0.024714, 0.050000, Policy
15864, True, Normal, -0.0529563, -0.06969533, -0.20731379, CylinderS, 0.022035, 0.041391, 0.065400, Policy
15865, True, Top, -1.7359885, 0.0017941, -1.48367629, Cone1S, 0.019736, -0.056441, 0.050000, Policy
15866, True, Normal, 0.00659823, -0.08772358, -0.01938282, CubeB, 0.012438, 0.019903, 0.065400, Policy
15867, True, Normal, -0.18133986, -0.06595018, -0.09530983, CubeS, -0.007633, 0.031348, 0.065400, Policy
15868, True, Top, -1.69262358, -0.14244049, -1.69649449, Cone1S, -0.007035, 0.015694, 0.050000, Policy
15869, True, Normal, -0.01590568, -0.10455236, -0.09737919, CubeS, -0.029935, 0.031505, 0.065400, Policy
15870, True, Normal, -0.1641075, -0.09840867, 0.04306521, CylinderS, 0.003401, 0.041854, 0.065400, Policy
15871, True, Normal, -0.09365743, -0.03219208, -0.18446832, CubeB, 0.025117, 0.017676, 0.065400, Policy
15872, True, Normal, -0.11031067, -0.21090455, -0.16404429, CubeS, -0.019334, 0.039885, 0.065400, Policy
15873, True, Normal, -0.18233422, -0.1237167, -0.14085907, CubeB, -0.030157, 0.012891, 0.065400, Policy
15874, True, Top, -1.53656703, -0.0280819, -1.68723649, Cone1S, 0.033403, 0.003134, 0.050000, Policy
15875, True, Normal, 0.0309798, -0.06081667, -0.08199789, CylinderS, 0.004990, 0.007147, 0.065400, Policy
15876, True, Normal, -0.04530838, -0.0753887, -0.15169413, CubeB, 0.009587, 0.015438, 0.065400, Policy
15877, True, Normal, -0.18878719, -0.0601862, -0.11433166, CylinderS, 0.005345, 0.003035, 0.065400, Policy
15878, True, Normal, -0.18833708, -0.12240285, -0.11738102, CubeS, -0.048243, 0.013992, 0.065400, Policy
15879, True, Top, -1.5929756, -0.08799814, -1.87782506, Cone1S, -0.003030, 0.010259, 0.050000, Policy
15880, True, Normal, 0.08606943, -0.00715549, -0.27174297, CylinderS, 0.018146, 0.041975, 0.065400, Policy
15881, True, Top, -1.73180136, 0.14469615, -1.60487544, Cone1S, 0.034649, -0.034209, 0.050000, Policy
15882, True, Normal, -0.12871452, -0.25561222, 0.05041756, CubeB, -0.000118, 0.021208, 0.065400, Policy
15883, True, Normal, -0.19038843, -0.08687631, -0.21748684, CubeS, 0.043827, 0.018425, 0.065400, Policy
15884, True, Top, -1.58246427, -0.09366087, -1.73107499, Cone1S, 0.026464, -0.031492, 0.050000, Policy
15885, True, Normal, 0.01285776, 0.01664069, -0.12002911, CubeS, -0.012965, 0.027537, 0.065400, Policy
15886, True, Normal, 0.03818354, -0.07164977, -0.10943309, CylinderS, 0.035874, 0.010338, 0.065400, Policy
15887, True, Normal, 0.01782326, -0.12844682, -0.09248107, CubeB, 0.023442, 0.002109, 0.065400, Policy
15888, True, Normal, -0.10359469, 0.01003399, -0.19137608, CubeS, 0.012593, 0.029991, 0.065400, Policy
15889, True, Normal, -0.32376528, -0.16836088, -0.02491632, CubeB, 0.017994, 0.015318, 0.065400, Policy
15890, True, Top, -1.60262355, 0.08751853, -1.58653371, Cone1S, 0.013002, -0.034141, 0.050000, Policy
15891, True, Normal, 0.10063223, -0.04731189, 0.02309639, CylinderS, -0.020206, 0.006609, 0.065400, Policy
15892, True, Normal, -0.07956982, -0.04666122, -0.0195249, CubeB, 0.028291, 0.032666, 0.065400, Policy
15893, True, Normal, -0.04032466, 0.01174345, 0.00402256, CylinderS, 0.002829, 0.035892, 0.065400, Policy
15894, True, Normal, -0.11404481, -0.06091984, 0.02691414, CubeS, 0.006171, 0.010002, 0.065400, Policy
15895, True, Top, -1.70290246, -0.10815628, -1.73369787, Cone1S, -0.019699, -0.023405, 0.050000, Policy
15896, True, Normal, -0.06367672, -0.11010359, -0.21868338, CylinderS, 0.010374, 0.005431, 0.065400, Policy
15897, True, Top, -1.63414935, -0.08564315, -1.84008179, Cone1S, 0.014597, -0.019287, 0.050000, Policy
15898, True, Normal, -0.03855067, -0.1040438, -0.02279105, CubeB, -0.039384, 0.014448, 0.065400, Policy
15899, True, Normal, -0.12937437, -0.16718459, -0.18770213, CubeS, -0.002729, 0.036669, 0.065400, Policy
15900, True, Top, -1.65030462, -0.12721334, -1.69847274, Cone1S, -0.019075, 0.046032, 0.050000, Policy
15901, True, Normal, -0.18344556, -0.24168567, -0.08658989, CubeS, -0.032294, 0.008133, 0.065400, Policy
15902, True, Normal, 0.02985442, -0.05831411, -0.02423551, CylinderS, -0.049715, 0.010923, 0.065400, Policy
15903, True, Normal, -0.04985513, -0.05654209, -0.07937451, CubeB, 0.011042, 0.035500, 0.065400, Policy
15904, True, Normal, -0.12437448, -0.12551017, -0.02468502, CubeS, -0.057861, 0.019167, 0.065400, Policy
15905, True, Normal, -0.05984074, -0.01902284, -0.03277427, CubeB, 0.007047, 0.032720, 0.065400, Policy
15906, True, Top, -1.50285476, -0.12947265, -1.74998117, Cone1S, 0.033613, -0.026507, 0.050000, Policy
15907, True, Normal, 0.03683301, -0.0519364, -0.17556859, CylinderS, 0.028403, 0.014912, 0.065400, Policy
15908, True, Normal, 0.04253089, -0.06591735, 0.04218067, CubeB, -0.008682, 0.013194, 0.065400, Policy
15909, True, Normal, -0.15843431, -0.12596114, -0.17623959, CylinderS, 0.043220, 0.024050, 0.065400, Policy
15910, True, Normal, -0.05615065, 0.02334383, -0.17033155, CubeS, 0.058786, 0.003548, 0.065400, Policy
15911, True, Top, -1.69092345, 0.04206134, -1.62892843, Cone1S, -0.015909, -0.006888, 0.050000, Policy
15912, True, Normal, -0.04001279, -0.23455128, -0.04913861, CylinderS, -0.007265, 0.020990, 0.065400, Policy
15913, True, Top, -1.662275, -0.06466099, -1.8506619, Cone1S, 0.026943, 0.017767, 0.050000, Policy
15914, True, Normal, -0.23806055, -0.14776317, -0.17023197, CubeB, 0.023437, 0.016305, 0.065400, Policy
15915, True, Normal, -0.07622326, -0.08450068, -0.04564301, CubeS, 0.026887, 0.002249, 0.065400, Policy
15916, True, Top, -1.72647549, -0.04399667, -1.59705975, Cone1S, -0.023213, -0.059670, 0.050000, Policy
15917, True, Normal, 0.13807031, -0.27126657, 0.12643514, CubeS, -0.019609, 0.019088, 0.065400, Policy
15918, True, Normal, -0.27151394, -0.00340391, -0.0189865, CylinderS, 0.014733, 0.000472, 0.065400, Policy
15919, True, Normal, -0.07309387, -0.0692817, 0.0317674, CubeB, -0.057871, 0.003621, 0.065400, Policy
15920, True, Normal, -0.12721401, 0.00904483, -0.17352606, CubeS, -0.027670, 0.000594, 0.065400, Policy
15921, True, Normal, -0.02140977, 0.0208772, -0.12955773, CubeB, 0.011490, 0.019121, 0.065400, Policy
15922, True, Top, -1.5747492, -0.19277978, -1.62542253, Cone1S, -0.026522, -0.046916, 0.050000, Policy
15923, True, Normal, -0.01573246, -0.1129547, 0.0881311, CylinderS, -0.016432, 0.019774, 0.065400, Policy
15924, True, Normal, -0.10185415, -0.07399468, -0.01662125, CubeB, 0.027404, 0.007477, 0.065400, Policy
15925, True, Normal, 0.05277751, -0.08772231, 0.00145975, CylinderS, 0.004429, 0.035478, 0.065400, Policy
15926, True, Normal, -0.00185677, -0.12147862, 0.00993742, CubeS, -0.010890, 0.001775, 0.065400, Policy
15927, True, Top, -1.60310223, -0.16921512, -1.71178285, Cone1S, -0.028788, 0.008601, 0.050000, Policy
15928, True, Normal, -0.09571449, -0.04202753, -0.12397308, CylinderS, -0.008903, 0.029049, 0.065400, Policy
15929, True, Top, -1.87479565, -0.05680946, -1.61602837, Cone1S, 0.017499, -0.030280, 0.050000, Policy
15930, True, Normal, -0.05962732, -0.04168733, 0.00228637, CubeB, -0.000993, 0.004395, 0.065400, Policy
15931, True, Normal, -0.11003158, -0.11586331, -0.13888633, CubeS, 0.016901, 0.002910, 0.065400, Policy
15932, True, Top, -1.61101579, -0.03013282, -1.70792838, Cone1S, 0.015919, 0.066022, 0.050000, Policy
15933, True, Normal, -0.10554076, -0.06250587, -0.13326539, CubeS, 0.050870, 0.004226, 0.065400, Policy
15934, True, Normal, -0.07926053, -0.09732412, -0.04594953, CylinderS, 0.002168, 0.018624, 0.065400, Policy
15935, True, Normal, -0.10194875, -0.07091251, -0.19795718, CubeB, -0.001322, 0.012757, 0.065400, Policy
15936, True, Normal, -0.11235075, 0.00271879, -0.20287766, CubeS, -0.006708, 0.025505, 0.065400, Policy
15937, True, Normal, -0.19954901, 0.03183674, -0.02205209, CubeB, 0.014857, 0.017661, 0.065400, Policy
